Customer_ID,Customer_Name,Customer_Type,City,State,Pincode,Phone,Email,Registration_Date,Total_Orders,Total_Spend_INR,Preferred_Payment,Is_Premium,GSTIN,Credit_Limit_INR,Account_Manager
CUST000796,Customer_796,B2C,Agra,Uttar Pradesh,745526,9289890434,cust796@mail.in,2024-05-19 00:00:00,280,564528.8,Wallet,TRUE,,96534.24,AM_32
CUST000797,Customer_797,D2C,Rishikesh,Uttarakhand,864169,9683649996,cust797@mail.in,2021-11-05 00:00:00,90,959486.94,Credit,TRUE,,148445.59,AM_29
CUST000798,Customer_798,B2C,Rohtak,Haryana,826714,9960429330,cust798@mail.in,2022-01-05 00:00:00,224,379163.37,Credit,FALSE,,328675.45,AM_16
CUST000799,Customer_799,Government,Vasco,Goa,349951,9780464288,cust799@mail.in,2022-06-28 00:00:00,105,639524.6,COD,FALSE,27AAPFU2680H9ZM,199740.83,AM_39
CUST000800,Customer_800,Government,Kozhikode,Kerala,785379,,cust800@mail.in,2022-04-20 00:00:00,406,102770.41,UPI,TRUE,27AAPFU8970H5ZM,429442.6,AM_23
CUST000801,Customer_801,Government,Hubli,Karnataka,718094,9440127145,cust801@mail.in,2024-10-13 00:00:00,207,879715.66,Prepaid,FALSE,,439733.09,AM_40
CUST000802,Customer_802,Government,Faridabad,Haryana,671130,9971158550,cust802@mail.in,2024-12-08 00:00:00,438,580373.14,Wallet,FALSE,,160590.51,AM_30
CUST000803,Customer_803,B2B,Deoghar,Jharkhand,405079,9222231001,cust803@mail.in,2024-12-28 00:00:00,10,116357.58,Credit,TRUE,27AAPFU4155H4ZM,393427.07,AM_41
CUST000804,Customer_804,Marketplace Seller,Gaya,Bihar,591028,9270537358,cust804@mail.in,2022-04-14 00:00:00,472,680257.14,UPI,FALSE,27AAPFU4014H4ZM,392238.28,AM_12
CUST000805,Customer_805,D2C,Dharamshala,Himachal Pradesh,761311,9801427690,cust805@mail.in,2021-01-14 00:00:00,489,985682.52,Credit,FALSE,27AAPFU1552H4ZM,80924.56,AM_36
CUST000806,Customer_806,B2C,Rishikesh,Uttarakhand,313014,9939880392,cust806@mail.in,2021-03-15 00:00:00,252,218481.57,UPI,TRUE,,481792.39,AM_11
CUST000807,Customer_807,Marketplace Seller,Bhopal,Madhya Pradesh,293182,9918352932,cust807@mail.in,2022-01-19 00:00:00,58,570083.92,Net Banking,FALSE,27AAPFU4639H7ZM,132331.09,AM_41
CUST000808,Customer_808,B2B,Ujjain,Madhya Pradesh,925782,9312448657,cust808@mail.in,2023-02-22 00:00:00,411,804274.66,COD,TRUE,,239377.9,AM_2
CUST000809,Customer_809,B2C,Rishikesh,Uttarakhand,944128,9941380364,cust809@mail.in,2022-03-28 00:00:00,128,316915.48,COD,FALSE,27AAPFU3144H7ZM,319756.61,AM_4
CUST000810,Customer_810,D2C,Salem,Tamil Nadu,870046,9663403030,cust810@mail.in,2023-11-17 00:00:00,236,183244.02,COD,TRUE,27AAPFU2011H4ZM,111363.84,AM_28
CUST000811,Customer_811,Government,Rajkot,Gujarat,531054,9553521774,cust811@mail.in,2024-11-22 00:00:00,483,146969.48,Net Banking,TRUE,,257930.49,AM_29
CUST000812,Customer_812,B2B,Pune,Maharashtra,208157,9984771575,cust812@mail.in,2023-08-01 00:00:00,108,711184.97,UPI,TRUE,27AAPFU8491H9ZM,418054.49,AM_36
CUST000813,Customer_813,B2C,Bhopal,Madhya Pradesh,492156,9704851301,cust813@mail.in,2024-07-29 00:00:00,84,883099.73,Net Banking,TRUE,,125360.86,AM_13
CUST000814,Customer_814,D2C,Agra,Uttar Pradesh,972818,9150999677,cust814@mail.in,2024-05-02 00:00:00,416,4659.37,Prepaid,FALSE,27AAPFU8271H5ZM,182666,AM_24
CUST000815,Customer_815,Marketplace Seller,Bengaluru,Karnataka,,9193494884,cust815@mail.in,2022-11-26 00:00:00,220,87976.22,Credit,FALSE,27AAPFU9573H8ZM,216455.59,AM_42
CUST000816,Customer_816,D2C,Margao,Goa,519073,9360347535,cust816@mail.in,2023-05-27 00:00:00,7,169208.95,Prepaid,TRUE,,142065.85,AM_27
CUST000817,Customer_817,Government,Roorkee,Uttarakhand,665621,,cust817@mail.in,2023-01-12 00:00:00,331,50322.85,UPI,FALSE,27AAPFU9043H6ZM,486056.52,AM_5
CUST000818,Customer_818,Government,Aurangabad,Maharashtra,330046,9146492497,cust818@mail.in,2021-09-24 00:00:00,105,#ERROR,Wallet,FALSE,,142200.44,AM_31
CUST000819,Customer_819,B2B,Shimla,Himachal Pradesh,924780,9191006409,cust819@mail.in,2024-04-08 00:00:00,344,526535.28,Prepaid,FALSE,,499237.15,AM_10
CUST000820,Customer_820,D2C,Manali,Himachal Pradesh,668255,9720679331,cust820@mail.in,2023-08-08 00:00:00,454,376285.91,Net Banking,TRUE,,179596.96,AM_6
CUST000821,Customer_821,Government,Howrah,West Bengal,176968,9693915141,cust821@mail.in,2023-10-09 00:00:00,51,199104.15,Credit,TRUE,,129838.62,AM_4
CUST000822,Customer_822,Marketplace Seller,Kozhikode,Kerala,133054,9804239537,cust822@mail.in,2024-01-16 00:00:00,316,347091.55,Net Banking,TRUE,,217464.97,AM_13
CUST000823,Customer_823,Marketplace Seller,Panipat,Haryana,844889,9618266934,cust823@mail.in,2022-12-21 00:00:00,253,220828.61,COD,FALSE,27AAPFU1301H3ZM,362668.22,AM_32
CUST000824,Customer_824,D2C,Haldwani,Uttarakhand,814909,9331283786,cust824@mail.in,2023-07-09 00:00:00,476,933797.38,Net Banking,TRUE,27AAPFU1416H5ZM,464537.55,AM_25
CUST000825,Customer_825,D2C,Dhanbad,Jharkhand,502893,9686127096,cust825@mail.in,2021-03-26 00:00:00,494,974700.65,UPI,FALSE,,396403.07,AM_6
CUST000826,Customer_826,D2C,Amritsar,Punjab,,9617587962,cust826@mail.in,2022-12-05 00:00:00,451,442010.48,Credit,FALSE,27AAPFU5172H6ZM,256547.51,AM_16
CUST000827,Customer_827,B2C,Gurugram,Haryana,538668,,cust827@mail.in,2021-09-07 00:00:00,34,231447.58,Wallet,TRUE,27AAPFU8689H3ZM,63560.15,AM_35
CUST000828,Customer_828,B2C,Rajkot,Gujarat,776812,9238844086,cust828@mail.in,2021-08-13 00:00:00,240,583058.22,Prepaid,TRUE,27AAPFU2066H2ZM,142308.46,AM_13
CUST000829,Customer_829,D2C,Siliguri,West Bengal,565239,9397989880,cust829@mail.in,2021-02-23 00:00:00,360,847740.79,Net Banking,FALSE,,280964.78,AM_38
CUST000830,Customer_830,Marketplace Seller,Guwahati,Assam,984418,9341690945,cust830@mail.in,2021-05-27 00:00:00,78,4293.96,Net Banking,FALSE,,158158.41,AM_7
CUST000831,Customer_831,D2C,Meerut,Uttar Pradesh,679752,9417414799,cust831@mail.in,2024-06-20 00:00:00,40,79505.44,Wallet,TRUE,27AAPFU6913H9ZM,466308.7,AM_1
CUST000832,Customer_832,B2C,Muzaffarpur,Bihar,435263,9746259678,cust832@mail.in,2022-09-29 00:00:00,96,290031.65,Net Banking,TRUE,,376179.78,AM_46
CUST000833,Customer_833,Government,Chennai,Tamil Nadu,961952,9824290451,cust833@mail.in,2022-10-16 00:00:00,433,268884.69,Prepaid,TRUE,,19087.59,AM_3
CUST000834,Customer_834,Government,Roorkee,Uttarakhand,398539,9153773577,cust834@mail.in,2023-03-29 00:00:00,264,48996.69,UPI,FALSE,27AAPFU1274H7ZM,328598.59,AM_46
CUST000835,Customer_835,Marketplace Seller,Noida,Delhi,842886,9780897671,cust835@mail.in,2021-09-16 00:00:00,125,179721.19,Wallet,TRUE,,429818.82,AM_11
CUST000836,Customer_836,Government,Gandhinagar,Gujarat,818634,9676916448,cust836@mail.in,2021-06-12 00:00:00,401,714257.69,COD,FALSE,27AAPFU5814H6ZM,56177.05,AM_8
CUST000837,Customer_837,D2C,Karimnagar,Telangana,512646,9623263297,cust837@mail.in,2022-05-16 00:00:00,61,146395.85,Prepaid,FALSE,27AAPFU7858H3ZM,228197.36,AM_28
CUST000838,Customer_838,D2C,Vadodara,Gujarat,,9661121378,cust838@mail.in,2022-01-27 00:00:00,298,#ERROR,Wallet,TRUE,27AAPFU2380H9ZM,190112.55,AM_31
CUST000839,Customer_839,B2B,Margao,Goa,188451,9388092737,cust839@mail.in,2024-03-07 00:00:00,6,970682.24,Wallet,TRUE,,176432.44,AM_2
CUST000840,Customer_840,Marketplace Seller,Ponda,Goa,841205,9999769762,cust840@mail.in,2024-12-17 00:00:00,219,997302.82,Net Banking,TRUE,27AAPFU4408H5ZM,254782.45,AM_11
CUST000841,Customer_841,D2C,Pune,Maharashtra,963373,9479816238,cust841@mail.in,2022-06-04 00:00:00,441,659315.58,Wallet,FALSE,27AAPFU1556H2ZM,N/A,AM_15
CUST000842,Customer_842,B2B,Meerut,Uttar Pradesh,429802,9532447675,cust842@mail.in,2022-02-04 00:00:00,120,422636.27,Prepaid,FALSE,27AAPFU6041H5ZM,464323.98,AM_43
CUST000843,Customer_843,D2C,Kozhikode,Kerala,487254,9233841103,cust843@mail.in,2023-07-25 00:00:00,241,136952.16,Credit,FALSE,,334212.54,AM_35
CUST000844,Customer_844,D2C,Ajmer,Rajasthan,782481,9333712548,cust844@mail.in,2023-10-08 00:00:00,312,993656.55,Net Banking,FALSE,27AAPFU4257H6ZM,217012.79,AM_8
CUST000845,Customer_845,D2C,Kolkata,West Bengal,593035,9909994181,cust845@mail.in,2023-01-27 00:00:00,301,746348.91,Credit,no,27AAPFU5903H9ZM,65002.71,AM_30
CUST000846,Customer_846,Government,Jaipur,Rajasthan,228404,9454338731,cust846@mail.in,2021-01-27 00:00:00,217,910614.59,UPI,FALSE,,10260.37,AM_41
CUST000847,Customer_847,D2C,Trichy,Tamil Nadu,461373,9451958437,cust847@mail.in,2024-05-28 00:00:00,365,859428.63,Credit,TRUE,,34094.53,AM_32
CUST000848,Customer_848,B2C,Gurugram,Delhi,885403,9657843166,cust848@mail.in,2022-06-12 00:00:00,203,808996.97,UPI,TRUE,27AAPFU6009H8ZM,61643.74,AM_39
CUST000849,Customer_849,B2B,Lucknow,Uttar Pradesh,670452,9147848592,,2021-11-04 00:00:00,39,963110.05,Prepaid,FALSE,27AAPFU4498H1ZM,314137.34,AM_16
CUST000850,Customer_850,B2B,Bengaluru,Karnataka,399177,9230345919,cust850@mail.in,2024-04-07 00:00:00,239,480102.79,Net Banking,FALSE,27AAPFU5389H7ZM,46523.53,AM_47
CUST000851,Customer_851,Marketplace Seller,Madurai,Tamil Nadu,638452,9861505737,cust851@mail.in,2022-07-03 00:00:00,453,529148.67,Credit,TRUE,27AAPFU1009H6ZM,142019.05,AM_45
CUST000852,Customer_852,D2C,Lucknow,Uttar Pradesh,693461,9785210435,cust852@mail.in,2021-12-01 00:00:00,453,946449.42,UPI,FALSE,27AAPFU4746H6ZM,145792.55,AM_37
CUST000853,Customer_853,Government,Solan,Himachal Pradesh,299190,9295224872,cust853@mail.in,2024-03-29 00:00:00,416,253265.57,COD,TRUE,,77991.41,AM_12
CUST000854,Customer_854,Marketplace Seller,Manali,Himachal Pradesh,924083,9699822809,cust854@mail.in,2022-06-19 00:00:00,89,394696.01,Credit,FALSE,27AAPFU7502H2ZM,334961.46,AM_9
CUST000855,Customer_855,Marketplace Seller,Ambala,Haryana,323120,9132302422,cust855@mail.in,2021-10-22 00:00:00,60,190634.78,Credit,TRUE,27AAPFU8586H1ZM,207095.55,AM_12
CUST000856,Customer_856,Marketplace Seller,Faridabad,Haryana,394370,9417218701,cust856@mail.in,2022-12-25 00:00:00,459,19054.15,Wallet,TRUE,27AAPFU5249H2ZM,443241.44,AM_36
CUST000857,Customer_857,Marketplace Seller,Ahmedabad,Gujarat,716341,9362618422,cust857@mail.in,2021-11-22 00:00:00,161,210338.36,Prepaid,FALSE,,153758.57,AM_15
CUST000858,Customer_858,Government,Sambalpur,Odisha,927522,9234374370,cust858@mail.in,2021-07-20 00:00:00,396,901012.36,Credit,TRUE,27AAPFU9192H1ZM,230151.73,AM_34
CUST000859,Customer_859,Government,Faridabad,Haryana,696306,9576244411,cust859@mail.in,2024-06-01 00:00:00,29,952363.43,Prepaid,TRUE,27AAPFU3788H7ZM,271667.49,AM_1
CUST000860,Customer_860,B2B,Udaipur,Rajasthan,573110,9124299965,cust860@mail.in,2023-08-04 00:00:00,16,469027.56,Prepaid,TRUE,27AAPFU1596H6ZM,306130.4,AM_26
CUST000861,Customer_861,B2C,Panipat,Haryana,501643,9506878126,cust861@mail.in,2021-04-26 00:00:00,61,509415.59,Wallet,TRUE,,350637.24,AM_28
CUST000862,Customer_862,Marketplace Seller,Ludhiana,Punjab,368353,9847074469,cust862@mail.in,2022-10-03 00:00:00,277,829484.14,Prepaid,0,27AAPFU9992H4ZM,186597.82,AM_29
CUST000863,Customer_863,B2B,Rohini,Delhi,738309,9399579402,cust863@mail.in,2022-04-05 00:00:00,151,466825.1,Net Banking,TRUE,,107864.3,AM_33
CUST000864,Customer_864,Marketplace Seller,Bokaro,Jharkhand,185774,9886532989,cust864@mail.in,2024-11-18 00:00:00,480,486827.65,UPI,FALSE,27AAPFU6335H5ZM,321447.86,AM_24
CUST000865,Customer_865,B2B,Tezpur,Assam,369885,9560566161,cust865@mail.in,2021-05-04 00:00:00,77,754268.23,Prepaid,FALSE,27AAPFU3132H6ZM,16331.09,AM_39
CUST000866,Customer_866,Marketplace Seller,Gandhinagar,Gujarat,466623,9841248728,cust866@mail.in,2022-06-29 00:00:00,496,92469.46,Net Banking,TRUE,27AAPFU2939H2ZM,58664.29,AM_24
CUST000867,Customer_867,B2C,Kozhikode,Kerala,381779,9808820887,cust867@mail.in,2024-05-02 00:00:00,351,470823.16,Prepaid,TRUE,,175901.28,AM_19
CUST000868,Customer_868,B2C,Kolkata,West Bengal,499970,9881005045,cust868@mail.in,2021-05-04 00:00:00,352,682378.54,Prepaid,FALSE,27AAPFU5893H5ZM,436249.15,AM_15
CUST000869,Customer_869,Marketplace Seller,Margao,Goa,396190,9732142956,cust869@mail.in,2024-07-15 00:00:00,50,229759.8,COD,TRUE,27AAPFU8105H4ZM,162596.44,AM_35
CUST000870,Customer_870,B2C,Bhopal,Madhya Pradesh,427972,9374800009,cust870@mail.in,2021-06-19 00:00:00,446,60813.45,Credit,TRUE,,203039.3,AM_19
CUST000871,Customer_871,D2C,Bengaluru,Karnataka,522172,9363649128,cust871@mail.in,2022-12-17 00:00:00,58,545023.69,Net Banking,TRUE,,96977.64,AM_15
CUST000872,Customer_872,B2B,Patna,Bihar,338354,9100268899,cust872@mail.in,2024-09-19 00:00:00,230,782682.77,Prepaid,TRUE,27AAPFU9653H8ZM,174134.15,AM_20
CUST000873,Customer_873,Marketplace Seller,Deoghar,Jharkhand,727018,9359124104,cust873@mail.in,2022-04-24 00:00:00,425,688170.03,Net Banking,TRUE,,446319.82,AM_34
CUST000874,Customer_874,Marketplace Seller,Guwahati,Assam,932324,9743044787,cust874@mail.in,2022-10-26 00:00:00,230,991957.49,UPI,TRUE,,202432.26,AM_9
CUST000875,Customer_875,Government,Meerut,Uttar Pradesh,268413,9982070097,cust875@mail.in,2024-07-31 00:00:00,133,263308.92,UPI,FALSE,,165730.74,AM_35
CUST000876,Customer_876,Government,Rohini,Delhi,630310,9910980940,cust876@mail.in,2024-07-06 00:00:00,298,113427.98,Net Banking,FALSE,27AAPFU8012H6ZM,189935.48,AM_26
CUST000877,Customer_877,B2B,Surat,Gujarat,459010,9190434128,cust877@mail.in,2024-04-29 00:00:00,287,415345.46,Credit,TRUE,27AAPFU7556H3ZM,281678.58,AM_27
CUST000878,Customer_878,B2C,Belagavi,Karnataka,945109,9722177182,cust878@mail.in,2022-07-12 00:00:00,262,531980.97,Wallet,TRUE,27AAPFU1447H3ZM,389113.41,AM_15
CUST000879,Customer_879,D2C,Jodhpur,Rajasthan,367395,9538675865,cust879@mail.in,2024-10-13 00:00:00,128,876846.03,Credit,FALSE,27AAPFU1111H1ZM,475749.82,AM_1
CUST000880,Customer_880,D2C,Surat,Gujarat,240510,9120769195,cust880@mail.in,2022-06-24 00:00:00,238,unknown,Wallet,TRUE,27AAPFU4520H3ZM,490298.69,AM_19
CUST000881,Customer_881,B2C,Manali,Himachal Pradesh,186802,9816976020,cust881@mail.in,2023-10-09 00:00:00,80,599139.03,Net Banking,FALSE,,281449.26,AM_35
CUST000882,Customer_882,B2C,Rajkot,Gujarat,237051,9306401734,cust882@mail.in,2024-12-29 00:00:00,187,548090.74,UPI,TRUE,27AAPFU9332H1ZM,N/A,AM_11
CUST000883,Customer_883,B2B,Jodhpur,Rajasthan,614352,9163129826,cust883@mail.in,2021-09-27 00:00:00,454,740460.49,Net Banking,FALSE,27AAPFU6009H2ZM,249604.83,AM_8
CUST000884,Customer_884,B2C,Ambala,Haryana,919462,9270095880,cust884@mail.in,2021-11-01 00:00:00,74,361580.59,Wallet,TRUE,27AAPFU5241H7ZM,484495.71,AM_47
CUST000885,Customer_885,B2B,Thiruvananthapuram,Kerala,,9403074807,cust885@mail.in,2023-01-30 00:00:00,160,597845.28,Wallet,TRUE,,106672.09,AM_4
CUST000886,Customer_886,Marketplace Seller,Gurugram,Haryana,895823,9821626594,cust886@mail.in,2021-05-22 00:00:00,117,256305.29,Net Banking,TRUE,,114955.59,AM_23
CUST000887,Customer_887,Marketplace Seller,Ludhiana,Punjab,685695,9580284206,cust887@mail.in,2024-09-26 00:00:00,401,757825.64,Wallet,TRUE,27AAPFU8411H1ZM,214147.2,AM_48
CUST000888,Customer_888,B2C,Rohtak,Haryana,,9809968610,cust888@mail.in,2023-10-21 00:00:00,364,338774.46,UPI,TRUE,,81964.31,AM_5
CUST000889,Customer_889,Government,Ahmedabad,Gujarat,610691,9285153733,cust889@mail.in,2021-07-27 00:00:00,489,584625.77,Net Banking,FALSE,27AAPFU2343H5ZM,142028.64,AM_14
CUST000890,Customer_890,Government,Trichy,Tamil Nadu,664773,,cust890@mail.in,2022-02-12 00:00:00,375,328981.25,Net Banking,TRUE,27AAPFU1221H1ZM,310870.21,AM_46
CUST000891,Customer_891,B2B,Ambala,Haryana,624468,9424213055,cust891@mail.in,2023-12-25 00:00:00,284,843174.77,Wallet,FALSE,,328615.57,AM_30
CUST000892,Customer_892,Government,Dharamshala,Himachal Pradesh,525549,9493755179,cust892@mail.in,2023-05-26 00:00:00,180,594027.18,Credit,TRUE,,pending,AM_45
CUST000893,Customer_893,D2C,Jorhat,Assam,797635,9115345027,cust893@mail.in,2022-12-14 00:00:00,475,494474.2,Net Banking,TRUE,,pending,AM_27
CUST000894,Customer_894,B2C,Jamshedpur,Jharkhand,997587,9798848934,cust894@mail.in,2024-12-16 00:00:00,229,66281.99,Prepaid,TRUE,,358227.29,AM_42
CUST000895,Customer_895,D2C,Howrah,West Bengal,903374,9848151695,cust895@mail.in,2023-08-09 00:00:00,484,969939.1,Wallet,FALSE,27AAPFU1170H8ZM,380356.72,AM_28
CUST000896,Customer_896,Marketplace Seller,Roorkee,Uttarakhand,702732,9209841156,cust896@mail.in,2021-10-09 00:00:00,94,779289.39,Credit,1,,--,AM_23
CUST000897,Customer_897,B2B,Faridabad,Haryana,405282,9388817093,cust897@mail.in,2023-10-21 00:00:00,404,116909.01,Prepaid,FALSE,,367749.48,AM_44
CUST000898,Customer_898,D2C,Bathinda,Punjab,854494,9131708455,cust898@mail.in,2022-07-23 00:00:00,320,819588.72,Credit,TRUE,27AAPFU9264H8ZM,83787.53,AM_13
CUST000899,Customer_899,Government,Gurugram,Haryana,505527,9513893178,cust899@mail.in,2024-02-22 00:00:00,8,481510.68,Wallet,FALSE,,175216.53,AM_38
CUST000900,Customer_900,Government,Aurangabad,Maharashtra,452558,9477012481,cust900@mail.in,2022-11-24 00:00:00,107,727484.91,Credit,FALSE,27AAPFU7347H4ZM,481175.44,AM_7
CUST000901,Customer_901,Marketplace Seller,Roorkee,Uttarakhand,661089,9139799989,cust901@mail.in,2023-07-09 00:00:00,18,247638.9,Net Banking,FALSE,,463013.5,AM_41
CUST000902,Customer_902,D2C,Darbhanga,Bihar,553442,9122430881,cust902@mail.in,2023-04-23 00:00:00,265,36545.06,Net Banking,FALSE,27AAPFU1575H5ZM,356132.09,AM_24
CUST000903,Customer_903,D2C,Meerut,Uttar Pradesh,259583,9169261157,cust903@mail.in,2023-08-23 00:00:00,489,232479.15,COD,FALSE,27AAPFU3704H3ZM,448484.14,AM_14
CUST000904,Customer_904,D2C,Silchar,Assam,272588,9585617512,cust904@mail.in,2022-12-19 00:00:00,476,528705.35,Prepaid,FALSE,,434624.92,AM_3
CUST000905,Customer_905,B2C,Gaya,Bihar,397691,9962490858,cust905@mail.in,2022-08-19 00:00:00,70,225639.1,UPI,TRUE,,439212.51,AM_9
CUST000906,Customer_906,Marketplace Seller,Jorhat,Assam,173643,9608615398,cust906@mail.in,2023-12-09 00:00:00,167,364422.92,Wallet,TRUE,27AAPFU7891H5ZM,220738.88,AM_37
CUST000907,Customer_907,B2B,Margao,Goa,675430,9421267157,cust907@mail.in,2021-12-18 00:00:00,119,721022.87,Wallet,TRUE,,77952.53,AM_29
CUST000908,Customer_908,Marketplace Seller,Bhagalpur,Bihar,778596,9634957877,cust908@mail.in,2024-01-19 00:00:00,258,867595.76,COD,TRUE,27AAPFU5739H9ZM,52257.77,AM_27
CUST000909,Customer_909,Marketplace Seller,Margao,Goa,748025,9309794047,cust909@mail.in,2022-10-29 00:00:00,482,575995.98,UPI,FALSE,,117519.02,AM_39
CUST000910,Customer_910,D2C,Jabalpur,Madhya Pradesh,745297,9580372389,cust910@mail.in,2024-12-14 00:00:00,81,231774.19,Net Banking,FALSE,27AAPFU9177H1ZM,88937.92,AM_23
CUST000911,Customer_911,D2C,Mangaluru,Karnataka,146181,9302002084,cust911@mail.in,2023-05-23 00:00:00,28,690555.65,COD,TRUE,27AAPFU8957H3ZM,143891.5,AM_24
CUST000912,Customer_912,Government,Mangaluru,Karnataka,628916,9248038786,cust912@mail.in,2021-03-22 00:00:00,65,536075.43,Credit,TRUE,27AAPFU1145H4ZM,424261.23,AM_41
CUST000913,Customer_913,Government,Kanpur,Uttar Pradesh,666936,9585122051,cust913@mail.in,2021-09-25 00:00:00,112,691307.99,COD,TRUE,,296149.62,AM_34
CUST000914,Customer_914,Marketplace Seller,Mapusa,Goa,580192,9659632003,cust914@mail.in,2023-04-13 00:00:00,265,992708.69,Prepaid,TRUE,,181120.93,AM_28
CUST000915,Customer_915,B2B,Kolkata,West Bengal,928454,9810041380,cust915@mail.in,2024-10-30 00:00:00,166,847586.31,Prepaid,TRUE,,183244.61,AM_10
CUST000916,Customer_916,B2B,Solan,Himachal Pradesh,844198,9261405492,cust916@mail.in,2021-11-28 00:00:00,271,464375.08,Prepaid,FALSE,27AAPFU1432H8ZM,257660.47,AM_9
CUST000917,Customer_917,B2B,Varanasi,Uttar Pradesh,915828,9356349534,cust917@mail.in,2023-11-22 00:00:00,37,857872.42,Net Banking,FALSE,27AAPFU6727H1ZM,145292.52,AM_47
CUST000918,Customer_918,D2C,Bokaro,Jharkhand,443988,9983504132,cust918@mail.in,2023-05-24 00:00:00,385,114416.26,Credit,TRUE,,356049.15,AM_35
CUST000919,Customer_919,Government,Salem,Tamil Nadu,961688,9251995784,cust919@mail.in,2023-08-11 00:00:00,445,803504.34,Credit,TRUE,27AAPFU4453H1ZM,15256.52,AM_9
CUST000920,Customer_920,Marketplace Seller,Agra,Uttar Pradesh,,9563886539,cust920@mail.in,2023-05-14 00:00:00,447,407031.69,COD,TRUE,,297234.22,AM_38
CUST000921,Customer_921,Government,Jamshedpur,Jharkhand,494768,9763024045,cust921@mail.in,2021-02-18 00:00:00,211,419016.12,Prepaid,FALSE,27AAPFU5528H2ZM,N/A,AM_24
CUST000922,Customer_922,B2C,Nashik,Maharashtra,593312,9615094779,cust922@mail.in,2021-05-15 00:00:00,4,1460.24,Wallet,TRUE,,257471.28,AM_36
CUST000923,Customer_923,B2C,Ajmer,Rajasthan,420616,9763842040,cust923@mail.in,2022-10-01 00:00:00,430,379186.84,Credit,FALSE,,200392.74,AM_30
CUST000924,Customer_924,D2C,Udaipur,Rajasthan,521549,9519510146,cust924@mail.in,2021-02-21 00:00:00,452,700040.55,UPI,TRUE,27AAPFU1707H5ZM,484853.96,AM_37
CUST000925,Customer_925,B2B,Aurangabad,Maharashtra,346579,9322199126,cust925@mail.in,2023-06-06 00:00:00,78,975862.23,Prepaid,FALSE,,109781.73,AM_32
CUST000926,Customer_926,B2B,Jorhat,Assam,715701,9360896809,cust926@mail.in,2024-05-22 00:00:00,103,997536.36,UPI,TRUE,27AAPFU2450H1ZM,172035.07,AM_12
CUST000927,Customer_927,B2C,Hyderabad,Telangana,832137,9126419168,cust927@mail.in,2023-02-12 00:00:00,396,259845.63,Wallet,TRUE,27AAPFU3088H1ZM,204584.14,AM_40
CUST000928,Customer_928,Marketplace Seller,Manali,Himachal Pradesh,209264,9330521776,cust928@mail.in,2023-12-25 00:00:00,498,290716.09,Credit,TRUE,,301360.39,AM_26
CUST000929,Customer_929,B2B,Meerut,Uttar Pradesh,878409,9503463837,cust929@mail.in,2023-04-02 00:00:00,474,438664.06,Credit,FALSE,27AAPFU9278H9ZM,351455.81,AM_3
CUST000930,Customer_930,B2C,Rajkot,Gujarat,471772,9675961395,cust930@mail.in,2021-10-12 00:00:00,54,627198.32,Net Banking,TRUE,27AAPFU8270H7ZM,328151.59,AM_12
CUST000931,Customer_931,Marketplace Seller,New Delhi,Delhi,986875,9306230561,cust931@mail.in,2024-09-24 00:00:00,390,838373.08,Wallet,FALSE,27AAPFU4946H5ZM,136012.77,AM_49
CUST000932,Customer_932,B2B,Pune,Maharashtra,834815,9461021878,,2023-07-15 00:00:00,173,578449.18,Net Banking,yes,,63227.58,AM_24
CUST000933,Customer_933,Government,Ambala,Haryana,711012,9216488288,cust933@mail.in,2022-12-12 00:00:00,291,522253.13,Credit,TRUE,27AAPFU6221H2ZM,427492.84,AM_6
CUST000934,Customer_934,Marketplace Seller,Asansol,West Bengal,732363,9107424677,cust934@mail.in,2021-02-20 00:00:00,463,60105.87,COD,TRUE,,494106.08,AM_11
CUST000935,Customer_935,Government,Bathinda,Punjab,143888,9477162751,cust935@mail.in,2023-04-15 00:00:00,132,441191.86,Credit,TRUE,27AAPFU3206H5ZM,442357.79,AM_1
CUST000936,Customer_936,B2C,Hubli,Karnataka,869262,9164252045,cust936@mail.in,2021-12-01 00:00:00,464,149495.54,COD,FALSE,,55099.63,AM_23
CUST000937,Customer_937,D2C,Indore,Madhya Pradesh,221426,9477112978,cust937@mail.in,2021-06-01 00:00:00,118,884917.75,Wallet,FALSE,,31105.89,AM_7
CUST000938,Customer_938,D2C,Margao,Goa,964433,9381700215,cust938@mail.in,2024-08-17 00:00:00,26,305175.85,UPI,TRUE,,90307.39,AM_38
CUST000939,Customer_939,Marketplace Seller,Roorkee,Uttarakhand,963747,9678351662,cust939@mail.in,2022-12-06 00:00:00,304,269593.17,UPI,TRUE,27AAPFU6006H4ZM,107556.43,AM_34
CUST000940,Customer_940,B2C,Hyderabad,Telangana,520784,9223778795,cust940@mail.in,2021-03-16 00:00:00,390,226019.22,Net Banking,1,27AAPFU3450H3ZM,5776.28,AM_12
CUST000941,Customer_941,Marketplace Seller,Udaipur,Rajasthan,503783,9125373218,cust941@mail.in,2021-11-28 00:00:00,53,490828.31,Credit,TRUE,27AAPFU1101H8ZM,103014.93,AM_11
CUST000942,Customer_942,D2C,Ahmedabad,Gujarat,837039,9941762805,cust942@mail.in,2021-03-21 00:00:00,317,966093.5,Net Banking,TRUE,27AAPFU9399H3ZM,499015.25,AM_48
